"REF_DATE","GEO","DGUID","Income concept","Economic family type","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2012","Quebec","","Average market income","Elderly females","Dollars","81","units ","0","v92046073","7.1.28","13900","D","","","0"
"2012","Quebec","","Average market income","Non-elderly males","Dollars","81","units ","0","v92046074","7.1.31","35700","C","","","0"
"2012","Quebec","","Average market income","Non-elderly females","Dollars","81","units ","0","v92046075","7.1.34","30600","C","","","0"
"2012","Quebec","","Median market income","All family units","Dollars","81","units ","0","v92046076","7.8.1","42500","A","","","0"
"2012","Quebec","","Median market income","Economic families, two persons or more","Dollars","81","units ","0","v92046077","7.8.2","63100","A","","","0"
"2012","Quebec","","Median market income","Elderly families","Dollars","81","units ","0","v92046078","7.8.3","23400","C","","","0"
"2012","Quebec","","Median market income","Elderly married couples","Dollars","81","units ","0","v92046079","7.8.4","24300","C","","","0"
"2012","Quebec","","Median market income","Other elderly families","Dollars","81","units ","0","v92046080","7.8.5","","F","","","0"
"2012","Quebec","","Median market income","Non-elderly families","Dollars","81","units ","0","v92046081","7.8.6","72100","A","","","0"
"2012","Quebec","","Median market income","Married couples","Dollars","81","units ","0","v92046082","7.8.7","68500","B","","","0"
"2012","Quebec","","Median market income","Two-parent families with children","Dollars","81","units ","0","v92046083","7.8.11","78300","B","","","0"
"2012","Quebec","","Median market income","Married couples with other relatives","Dollars","81","units ","0","v92046084","7.8.16","109400","C","","","0"
"2012","Quebec","","Median market income","Lone-parent families","Dollars","81","units ","0","v92046085","7.8.17","35900","D","","","0"
"2012","Quebec","","Median market income","Male lone-parent families","Dollars","81","units ","0","v92046086","7.8.18","59700","D","","","0"
"2012","Quebec","","Median market income","Female lone-parent families","Dollars","81","units ","0","v92046087","7.8.19","30600","D","","","0"
"2012","Quebec","","Median market income","Other non-elderly families","Dollars","81","units ","0","v92046088","7.8.23","62200","C","","","0"
"2012","Quebec","","Median market income","Unattached individuals","Dollars","81","units ","0","v92046089","7.8.24","21800","C","","","0"
"2012","Quebec","","Median market income","Elderly males","Dollars","81","units ","0","v92046090","7.8.25","11400","E","","","0"
"2012","Quebec","","Median market income","Elderly females","Dollars","81","units ","0","v92046091","7.8.28","7600","E","","","0"
"2012","Quebec","","Median market income","Non-elderly males","Dollars","81","units ","0","v92046092","7.8.31","30300","C","","","0"
"2012","Quebec","","Median market income","Non-elderly females","Dollars","81","units ","0","v92046093","7.8.34","26400","C","","","0"
"2012","Quebec","","Average government transfers","All family units","Dollars","81","units ","0","v92046094","7.2.1","10300","A","","","0"
"2012","Quebec","","Average government transfers","Economic families, two persons or more","Dollars","81","units ","0","v92046095","7.2.2","12200","A","","","0"
"2012","Quebec","","Average government transfers","Elderly families","Dollars","81","units ","0","v92046096","7.2.3","25700","A","","","0"
"2012","Quebec","","Average government transfers","Elderly married couples","Dollars","81","units ","0","v92046097","7.2.4","25100","A","","","0"
"2012","Quebec","","Average government transfers","Other elderly families","Dollars","81","units ","0","v92046098","7.2.5","28100","C","","","0"
"2012","Quebec","","Average government transfers","Non-elderly families","Dollars","81","units ","0","v92046099","7.2.6","9100","B","","","0"
"2012","Quebec","","Average government transfers","Married couples","Dollars","81","units ","0","v92046100","7.2.7","5700","C","","","0"
"2012","Quebec","","Average government transfers","Two-parent families with children","Dollars","81","units ","0","v92046101","7.2.11","11700","B","","","0"
"2012","Quebec","","Average government transfers","Married couples with other relatives","Dollars","81","units ","0","v92046102","7.2.16","7800","D","","","0"
"2012","Quebec","","Average government transfers","Lone-parent families","Dollars","81","units ","0","v92046103","7.2.17","12800","C","","","0"
"2012","Quebec","","Average government transfers","Male lone-parent families","Dollars","81","units ","0","v92046104","7.2.18","8900","E","","","0"
"2012","Quebec","","Average government transfers","Female lone-parent families","Dollars","81","units ","0","v92046105","7.2.19","14000","C","","","0"
"2012","Quebec","","Average government transfers","Other non-elderly families","Dollars","81","units ","0","v92046106","7.2.23","9700","D","","","0"
"2012","Quebec","","Average government transfers","Unattached individuals","Dollars","81","units ","0","v92046107","7.2.24","7100","B","","","0"
"2012","Quebec","","Average government transfers","Elderly males","Dollars","81","units ","0","v92046108","7.2.25","16400","A","","","0"
"2012","Quebec","","Average government transfers","Elderly females","Dollars","81","units ","0","v92046109","7.2.28","16400","A","","","0"
"2012","Quebec","","Average government transfers","Non-elderly males","Dollars","81","units ","0","v92046110","7.2.31","3600","C","","","0"
"2012","Quebec","","Average government transfers","Non-elderly females","Dollars","81","units ","0","v92046111","7.2.34","3500","C","","","0"
"2012","Quebec","","Median government transfers","All family units","Dollars","81","units ","0","v92046112","7.9.1","7400","B","","","0"
"2012","Quebec","","Median government transfers","Economic families, two persons or more","Dollars","81","units ","0","v92046113","7.9.2","8800","B","","","0"
"2012","Quebec","","Median government transfers","Elderly families","Dollars","81","units ","0","v92046114","7.9.3","25700","A","","","0"
"2012","Quebec","","Median government transfers","Elderly married couples","Dollars","81","units ","0","v92046115","7.9.4","25600","A","","","0"
"2012","Quebec","","Median government transfers","Other elderly families","Dollars","81","units ","0","v92046116","7.9.5","26800","C","","","0"
"2012","Quebec","","Median government transfers","Non-elderly families","Dollars","81","units ","0","v92046117","7.9.6","5500","C","","","0"
"2012","Quebec","","Median government transfers","Married couples","Dollars","81","units ","0","v92046118","7.9.7","1700","D","","","0"
"2012","Quebec","","Median government transfers","Two-parent families with children","Dollars","81","units ","0","v92046119","7.9.11","7800","C","","","0"
"2012","Quebec","","Median government transfers","Married couples with other relatives","Dollars","81","units ","0","v92046120","7.9.16","","F","","","0"
"2012","Quebec","","Median government transfers","Lone-parent families","Dollars","81","units ","0","v92046121","7.9.17","9900","D","","","0"
"2012","Quebec","","Median government transfers","Male lone-parent families","Dollars","81","units ","0","v92046122","7.9.18","5500","E","","","0"
"2012","Quebec","","Median government transfers","Female lone-parent families","Dollars","81","units ","0","v92046123","7.9.19","12900","D","","","0"
"2012","Quebec","","Median government transfers","Other non-elderly families","Dollars","81","units ","0","v92046124","7.9.23","5000","E","","","0"
"2012","Quebec","","Median government transfers","Unattached individuals","Dollars","81","units ","0","v92046125","7.9.24","3200","E","","","0"
"2012","Quebec","","Median government transfers","Elderly males","Dollars","81","units ","0","v92046126","7.9.25","16100","B","","","0"
"2012","Quebec","","Median government transfers","Elderly females","Dollars","81","units ","0","v92046127","7.9.28","16600","A","","","0"
"2012","Quebec","","Median government transfers","Non-elderly males","Dollars","81","units ","0","v92046128","7.9.31","1200","C","","","0"
"2012","Quebec","","Median government transfers","Non-elderly females","Dollars","81","units ","0","v92046129","7.9.34","1200","C","","","0"
"2012","Quebec","","Average total income","All family units","Dollars","81","units ","0","v92046130","7.3.1","67900","A","","","0"
"2012","Quebec","","Average total income","Economic families, two persons or more","Dollars","81","units ","0","v92046131","7.3.2","87600","A","","","0"
"2012","Quebec","","Average total income","Elderly families","Dollars","81","units ","0","v92046132","7.3.3","63200","C","","","0"
"2012","Quebec","","Average total income","Elderly married couples","Dollars","81","units ","0","v92046133","7.3.4","62400","C","","","0"
"2012","Quebec","","Average total income","Other elderly families","Dollars","81","units ","0","v92046134","7.3.5","66300","D","","","0"
"2012","Quebec","","Average total income","Non-elderly families","Dollars","81","units ","0","v92046135","7.3.6","93300","A","","","0"
"2012","Quebec","","Average total income","Married couples","Dollars","81","units ","0","v92046136","7.3.7","82800","B","","","0"
"2012","Quebec","","Average total income","Two-parent families with children","Dollars","81","units ","0","v92046137","7.3.11","103600","B","","","0"
"2012","Quebec","","Average total income","Married couples with other relatives","Dollars","81","units ","0","v92046138","7.3.16","130400","C","","","0"
"2012","Quebec","","Average total income","Lone-parent families","Dollars","81","units ","0","v92046139","7.3.17","54700","C","","","0"
"2012","Quebec","","Average total income","Male lone-parent families","Dollars","81","units ","0","v92046140","7.3.18","76200","D","","","0"
"2012","Quebec","","Average total income","Female lone-parent families","Dollars","81","units ","0","v92046141","7.3.19","47900","C","","","0"
"2012","Quebec","","Average total income","Other non-elderly families","Dollars","81","units ","0","v92046142","7.3.23","74600","B","","","0"
"2012","Quebec","","Average total income","Unattached individuals","Dollars","81","units ","0","v92046143","7.3.24","35800","B","","","0"
"2012","Quebec","","Average total income","Elderly males","Dollars","81","units ","0","v92046144","7.3.25","36700","C","","","0"
"2012","Quebec","","Average total income","Elderly females","Dollars","81","units ","0","v92046145","7.3.28","30300","C","","","0"
"2012","Quebec","","Average total income","Non-elderly males","Dollars","81","units ","0","v92046146","7.3.31","39300","C","","","0"
"2012","Quebec","","Average total income","Non-elderly females","Dollars","81","units ","0","v92046147","7.3.34","34100","C","","","0"
"2012","Quebec","","Median total income","All family units","Dollars","81","units ","0","v92046148","7.10.1","53300","A","","","0"
"2012","Quebec","","Median total income","Economic families, two persons or more","Dollars","81","units ","0","v92046149","7.10.2","74100","A","","","0"
"2012","Quebec","","Median total income","Elderly families","Dollars","81","units ","0","v92046150","7.10.3","49100","B","","","0"
"2012","Quebec","","Median total income","Elderly married couples","Dollars","81","units ","0","v92046151","7.10.4","48500","B","","","0"
"2012","Quebec","","Median total income","Other elderly families","Dollars","81","units ","0","v92046152","7.10.5","51500","D","","","0"
"2012","Quebec","","Median total income","Non-elderly families","Dollars","81","units ","0","v92046153","7.10.6","80500","A","","","0"
"2012","Quebec","","Median total income","Married couples","Dollars","81","units ","0","v92046154","7.10.7","74000","B","","","0"
"2012","Quebec","","Median total income","Two-parent families with children","Dollars","81","units ","0","v92046155","7.10.11","88100","A","","","0"
"2012","Quebec","","Median total income","Married couples with other relatives","Dollars","81","units ","0","v92046156","7.10.16","114100","B","","","0"
"2012","Quebec","","Median total income","Lone-parent families","Dollars","81","units ","0","v92046157","7.10.17","49300","C","","","0"
"2012","Quebec","","Median total income","Male lone-parent families","Dollars","81","units ","0","v92046158","7.10.18","65200","D","","","0"
"2012","Quebec","","Median total income","Female lone-parent families","Dollars","81","units ","0","v92046159","7.10.19","44700","C","","","0"
"2012","Quebec","","Median total income","Other non-elderly families","Dollars","81","units ","0","v92046160","7.10.23","72700","B","","","0"
"2012","Quebec","","Median total income","Unattached individuals","Dollars","81","units ","0","v92046161","7.10.24","28900","B","","","0"
"2012","Quebec","","Median total income","Elderly males","Dollars","81","units ","0","v92046162","7.10.25","27400","D","","","0"
"2012","Quebec","","Median total income","Elderly females","Dollars","81","units ","0","v92046163","7.10.28","23400","C","","","0"
"2012","Quebec","","Median total income","Non-elderly males","Dollars","81","units ","0","v92046164","7.10.31","34200","C","","","0"
"2012","Quebec","","Median total income","Non-elderly females","Dollars","81","units ","0","v92046165","7.10.34","29100","C","","","0"
"2012","Quebec","","Average income tax","All family units","Dollars","81","units ","0","v92046166","7.4.1","11500","B","","","0"
"2012","Quebec","","Average income tax","Economic families, two persons or more","Dollars","81","units ","0","v92046167","7.4.2","15100","B","","","0"
"2012","Quebec","","Average income tax","Elderly families","Dollars","81","units ","0","v92046168","7.4.3","8300","D","","","0"
"2012","Quebec","","Average income tax","Elderly married couples","Dollars","81","units ","0","v92046169","7.4.4","8200","D","","","0"
"2012","Quebec","","Average income tax","Other elderly families","Dollars","81","units ","0","v92046170","7.4.5","8700","E","","","0"
"2012","Quebec","","Average income tax","Non-elderly families","Dollars","81","units ","0","v92046171","7.4.6","16700","B","","","0"
"2012","Quebec","","Average income tax","Married couples","Dollars","81","units ","0","v92046172","7.4.7","15800","C","","","0"
"2012","Quebec","","Average income tax","Two-parent families with children","Dollars","81","units ","0","v92046173","7.4.11","18800","C","","","0"
"2012","Quebec","","Average income tax","Married couples with other relatives","Dollars","81","units ","0","v92046174","7.4.16","24500","D","","","0"
"2012","Quebec","","Average income tax","Lone-parent families","Dollars","81","units ","0","v92046175","7.4.17","6700","D","","","0"
"2012","Quebec","","Average income tax","Male lone-parent families","Dollars","81","units ","0","v92046176","7.4.18","14800","D","","","0"
"2012","Quebec","","Average income tax","Female lone-parent families","Dollars","81","units ","0","v92046177","7.4.19","4100","E","","","0"
"2012","Quebec","","Average income tax","Other non-elderly families","Dollars","81","units ","0","v92046178","7.4.23","10400","C","","","0"
"2012","Quebec","","Average income tax","Unattached individuals","Dollars","81","units ","0","v92046179","7.4.24","5700","C","","","0"
"2012","Quebec","","Average income tax","Elderly males","Dollars","81","units ","0","v92046180","7.4.25","4800","E","","","0"
"2012","Quebec","","Average income tax","Elderly females","Dollars","81","units ","0","v92046181","7.4.28","3000","D","","","0"
"2012","Quebec","","Average income tax","Non-elderly males","Dollars","81","units ","0","v92046182","7.4.31","7400","D","","","0"
"2012","Quebec","","Average income tax","Non-elderly females","Dollars","81","units ","0","v92046183","7.4.34","5200","D","","","0"
"2012","Quebec","","Median income tax","All family units","Dollars","81","units ","0","v92046184","7.11.1","6200","B","","","0"
"2012","Quebec","","Median income tax","Economic families, two persons or more","Dollars","81","units ","0","v92046185","7.11.2","9800","B","","","0"
"2012","Quebec","","Median income tax","Elderly families","Dollars","81","units ","0","v92046186","7.11.3","2400","E","","","0"
"2012","Quebec","","Median income tax","Elderly married couples","Dollars","81","units ","0","v92046187","7.11.4","2800","E","","","0"
"2012","Quebec","","Median income tax","Other elderly families","Dollars","81","units ","0","v92046188","7.11.5","","F","","","0"
"2012","Quebec","","Median income tax","Non-elderly families","Dollars","81","units ","0","v92046189","7.11.6","11500","B","","","0"
"2012","Quebec","","Median income tax","Married couples","Dollars","81","units ","0","v92046190","7.11.7","11300","C","","","0"
"2012","Quebec","","Median income tax","Two-parent families with children","Dollars","81","units ","0","v92046191","7.11.11","12300","C","","","0"
"2012","Quebec","","Median income tax","Married couples with other relatives","Dollars","81","units ","0","v92046192","7.11.16","17200","D","","","0"
"2012","Quebec","","Median income tax","Lone-parent families","Dollars","81","units ","0","v92046193","7.11.17","","F","","","0"
"2012","Quebec","","Median income tax","Male lone-parent families","Dollars","81","units ","0","v92046194","7.11.18","11200","E","","","0"
"2012","Quebec","","Median income tax","Female lone-parent families","Dollars","81","units ","0","v92046195","7.11.19","","F","","","0"
"2012","Quebec","","Median income tax","Other non-elderly families","Dollars","81","units ","0","v92046196","7.11.23","8100","D","","","0"
"2012","Quebec","","Median income tax","Unattached individuals","Dollars","81","units ","0","v92046197","7.11.24","2500","D","","","0"
"2012","Quebec","","Median income tax","Elderly males","Dollars","81","units ","0","v92046198","7.11.25","","F","","","0"
"2012","Quebec","","Median income tax","Elderly females","Dollars","81","units ","0","v92046199","7.11.28","","F","","","0"
"2012","Quebec","","Median income tax","Non-elderly males","Dollars","81","units ","0","v92046200","7.11.31","4000","D","","","0"
"2012","Quebec","","Median income tax","Non-elderly females","Dollars","81","units ","0","v92046201","7.11.34","3000","D","","","0"
"2012","Quebec","","Average after-tax income","All family units","Dollars","81","units ","0","v92046202","7.5.1","56400","A","","","0"
"2012","Quebec","","Average after-tax income","Economic families, two persons or more","Dollars","81","units ","0","v92046203","7.5.2","72500","A","","","0"
"2012","Quebec","","Average after-tax income","Elderly families","Dollars","81","units ","0","v92046204","7.5.3","54800","B","","","0"
"2012","Quebec","","Average after-tax income","Elderly married couples","Dollars","81","units ","0","v92046205","7.5.4","54100","B","","","0"
"2012","Quebec","","Average after-tax income","Other elderly families","Dollars","81","units ","0","v92046206","7.5.5","57600","D","","","0"
"2012","Quebec","","Average after-tax income","Non-elderly families","Dollars","81","units ","0","v92046207","7.5.6","76600","A","","","0"
"2012","Quebec","","Average after-tax income","Married couples","Dollars","81","units ","0","v92046208","7.5.7","67100","B","","","0"
"2012","Quebec","","Average after-tax income","Two-parent families with children","Dollars","81","units ","0","v92046209","7.5.11","84800","B","","","0"
"2012","Quebec","","Average after-tax income","Married couples with other relatives","Dollars","81","units ","0","v92046210","7.5.16","105900","C","","","0"
"2012","Quebec","","Average after-tax income","Lone-parent families","Dollars","81","units ","0","v92046211","7.5.17","48000","C","","","0"
"2012","Quebec","","Average after-tax income","Male lone-parent families","Dollars","81","units ","0","v92046212","7.5.18","61500","C","","","0"
"2012","Quebec","","Average after-tax income","Female lone-parent families","Dollars","81","units ","0","v92046213","7.5.19","43800","C","","","0"
"2012","Quebec","","Average after-tax income","Other non-elderly families","Dollars","81","units ","0","v92046214","7.5.23","64300","B","","","0"
"2012","Quebec","","Average after-tax income","Unattached individuals","Dollars","81","units ","0","v92046215","7.5.24","30100","B","","","0"
"2012","Quebec","","Average after-tax income","Elderly males","Dollars","81","units ","0","v92046216","7.5.25","31800","C","","","0"
"2012","Quebec","","Average after-tax income","Elderly females","Dollars","81","units ","0","v92046217","7.5.28","27200","C","","","0"
"2012","Quebec","","Average after-tax income","Non-elderly males","Dollars","81","units ","0","v92046218","7.5.31","31900","C","","","0"
"2012","Quebec","","Average after-tax income","Non-elderly females","Dollars","81","units ","0","v92046219","7.5.34","28900","B","","","0"
"2012","Quebec","","Median after-tax income","All family units","Dollars","81","units ","0","v92046220","7.12.1","46800","A","","","0"
"2012","Quebec","","Median after-tax income","Economic families, two persons or more","Dollars","81","units ","0","v92046221","7.12.2","64000","A","","","0"
"2012","Quebec","","Median after-tax income","Elderly families","Dollars","81","units ","0","v92046222","7.12.3","46000","B","","","0"
"2012","Quebec","","Median after-tax income","Elderly married couples","Dollars","81","units ","0","v92046223","7.12.4","45400","B","","","0"
"2012","Quebec","","Median after-tax income","Other elderly families","Dollars","81","units ","0","v92046224","7.12.5","51100","D","","","0"
"2012","Quebec","","Median after-tax income","Non-elderly families","Dollars","81","units ","0","v92046225","7.12.6","69200","A","","","0"
"2012","Quebec","","Median after-tax income","Married couples","Dollars","81","units ","0","v92046226","7.12.7","62100","B","","","0"
"2012","Quebec","","Median after-tax income","Two-parent families with children","Dollars","81","units ","0","v92046227","7.12.11","75300","A","","","0"
"2012","Quebec","","Median after-tax income","Married couples with other relatives","Dollars","81","units ","0","v92046228","7.12.16","96400","B","","","0"
"2012","Quebec","","Median after-tax income","Lone-parent families","Dollars","81","units ","0","v92046229","7.12.17","44500","C","","","0"
"2012","Quebec","","Median after-tax income","Male lone-parent families","Dollars","81","units ","0","v92046230","7.12.18","54700","D","","","0"
"2012","Quebec","","Median after-tax income","Female lone-parent families","Dollars","81","units ","0","v92046231","7.12.19","42800","C","","","0"
"2012","Quebec","","Median after-tax income","Other non-elderly families","Dollars","81","units ","0","v92046232","7.12.23","62700","C","","","0"
"2012","Quebec","","Median after-tax income","Unattached individuals","Dollars","81","units ","0","v92046233","7.12.24","26200","B","","","0"
"2012","Quebec","","Median after-tax income","Elderly males","Dollars","81","units ","0","v92046234","7.12.25","25900","D","","","0"
"2012","Quebec","","Median after-tax income","Elderly females","Dollars","81","units ","0","v92046235","7.12.28","23100","B","","","0"
"2012","Quebec","","Median after-tax income","Non-elderly males","Dollars","81","units ","0","v92046236","7.12.31","29100","C","","","0"
"2012","Quebec","","Median after-tax income","Non-elderly females","Dollars","81","units ","0","v92046237","7.12.34","26200","B","","","0"
"2012","Quebec","","Implicit government transfer rate","All family units","Percent","239","units ","0","v92046238","7.6.1","15.1","A","","","1"
"2012","Quebec","","Implicit government transfer rate","Economic families, two persons or more","Percent","239","units ","0","v92046239","7.6.2","14.0","B","","","1"
"2012","Quebec","","Implicit government transfer rate","Elderly families","Percent","239","units ","0","v92046240","7.6.3","40.6","C","","","1"
"2012","Quebec","","Implicit government transfer rate","Elderly married couples","Percent","239","units ","0","v92046241","7.6.4","40.2","C","","","1"
"2012","Quebec","","Implicit government transfer rate","Other elderly families","Percent","239","units ","0","v92046242","7.6.5","42.3","D","","","1"
"2012","Quebec","","Implicit government transfer rate","Non-elderly families","Percent","239","units ","0","v92046243","7.6.6","9.7","B","","","1"
"2012","Quebec","","Implicit government transfer rate","Married couples","Percent","239","units ","0","v92046244","7.6.7","6.9","C","","","1"
"2012","Quebec","","Implicit government transfer rate","Two-parent families with children","Percent","239","units ","0","v92046245","7.6.11","11.3","C","","","1"
"2012","Quebec","","Implicit government transfer rate","Married couples with other relatives","Percent","239","units ","0","v92046246","7.6.16","6.0","D","","","1"
"2012","Quebec","","Implicit government transfer rate","Lone-parent families","Percent","239","units ","0","v92046247","7.6.17","23.3","D","","","1"
"2012","Quebec","","Implicit government transfer rate","Male lone-parent families","Percent","239","units ","0","v92046248","7.6.18","11.7","E","","","1"
"2012","Quebec","","Implicit government transfer rate","Female lone-parent families","Percent","239","units ","0","v92046249","7.6.19","29.2","D","","","1"
"2012","Quebec","","Implicit government transfer rate","Other non-elderly families","Percent","239","units ","0","v92046250","7.6.23","13.1","D","","","1"
"2012","Quebec","","Implicit government transfer rate","Unattached individuals","Percent","239","units ","0","v92046251","7.6.24","19.7","C","","","1"
"2012","Quebec","","Implicit government transfer rate","Elderly males","Percent","239","units ","0","v92046252","7.6.25","44.8","D","","","1"
"2012","Quebec","","Implicit government transfer rate","Elderly females","Percent","239","units ","0","v92046253","7.6.28","54.2","C","","","1"
"2012","Quebec","","Implicit government transfer rate","Non-elderly males","Percent","239","units ","0","v92046254","7.6.31","9.3","D","","","1"
"2012","Quebec","","Implicit government transfer rate","Non-elderly females","Percent","239","units ","0","v92046255","7.6.34","10.2","D","","","1"
"2012","Quebec","","Implicit income tax rate","All family units","Percent","239","units ","0","v92046256","7.7.1","17.0","A","","","1"
"2012","Quebec","","Implicit income tax rate","Economic families, two persons or more","Percent","239","units ","0","v92046257","7.7.2","17.3","A","","","1"
"2012","Quebec","","Implicit income tax rate","Elderly families","Percent","239","units ","0","v92046258","7.7.3","13.2","C","","","1"
"2012","Quebec","","Implicit income tax rate","Elderly married couples","Percent","239","units ","0","v92046259","7.7.4","13.2","C","","","1"
"2012","Quebec","","Implicit income tax rate","Other elderly families","Percent","239","units ","0","v92046260","7.7.5","13.1","E","","","1"
"2012","Quebec","","Implicit income tax rate","Non-elderly families","Percent","239","units ","0","v92046261","7.7.6","17.9","A","","","1"
"2012","Quebec","","Implicit income tax rate","Married couples","Percent","239","units ","0","v92046262","7.7.7","19.0","B","","","1"
"2012","Quebec","","Implicit income tax rate","Two-parent families with children","Percent","239","units ","0","v92046263","7.7.11","18.2","B","","","1"
"2012","Quebec","","Implicit income tax rate","Married couples with other relatives","Percent","239","units ","0","v92046264","7.7.16","18.8","C","","","1"
"2012","Quebec","","Implicit income tax rate","Lone-parent families","Percent","239","units ","0","v92046265","7.7.17","12.2","D","","","1"
"2012","Quebec","","Implicit income tax rate","Male lone-parent families","Percent","239","units ","0","v92046266","7.7.18","19.4","C","","","1"
"2012","Quebec","","Implicit income tax rate","Female lone-parent families","Percent","239","units ","0","v92046267","7.7.19","8.6","E","","","1"
"2012","Quebec","","Implicit income tax rate","Other non-elderly families","Percent","239","units ","0","v92046268","7.7.23","13.9","C","","","1"
"2012","Quebec","","Implicit income tax rate","Unattached individuals","Percent","239","units ","0","v92046269","7.7.24","15.9","B","","","1"
"2012","Quebec","","Implicit income tax rate","Elderly males","Percent","239","units ","0","v92046270","7.7.25","13.2","D","","","1"
"2012","Quebec","","Implicit income tax rate","Elderly females","Percent","239","units ","0","v92046271","7.7.28","10.0","D","","","1"
"2012","Quebec","","Implicit income tax rate","Non-elderly males","Percent","239","units ","0","v92046272","7.7.31","18.8","C","","","1"
"2012","Quebec","","Implicit income tax rate","Non-elderly females","Percent","239","units ","0","v92046273","7.7.34","15.3","C","","","1"
"2012","Ontario","","Average market income","All family units","Dollars","81","units ","0","v92046274","8.1.1","71400","A","","","0"
"2012","Ontario","","Average market income","Economic families, two persons or more","Dollars","81","units ","0","v92046275","8.1.2","91100","A","","","0"
"2012","Ontario","","Average market income","Elderly families","Dollars","81","units ","0","v92046276","8.1.3","57000","D","","","0"
"2012","Ontario","","Average market income","Elderly married couples","Dollars","81","units ","0","v92046277","8.1.4","52200","D","","","0"
"2012","Ontario","","Average market income","Other elderly families","Dollars","81","units ","0","v92046278","8.1.5","69700","E","","","0"
"2012","Ontario","","Average market income","Non-elderly families","Dollars","81","units ","0","v92046279","8.1.6","98300","A","","","0"
"2012","Ontario","","Average market income","Married couples","Dollars","81","units ","0","v92046280","8.1.7","92300","B","","","0"
"2012","Ontario","","Average market income","Two-parent families with children","Dollars","81","units ","0","v92046281","8.1.11","108500","B","","","0"
"2012","Ontario","","Average market income","Married couples with other relatives","Dollars","81","units ","0","v92046282","8.1.16","137500","B","","","0"
"2012","Ontario","","Average market income","Lone-parent families","Dollars","81","units ","0","v92046283","8.1.17","42300","D","","","0"
"2012","Ontario","","Average market income","Male lone-parent families","Dollars","81","units ","0","v92046284","8.1.18","59800","D","","","0"
"2012","Ontario","","Average market income","Female lone-parent families","Dollars","81","units ","0","v92046285","8.1.19","38400","D","","","0"
"2012","Ontario","","Average market income","Other non-elderly families","Dollars","81","units ","0","v92046286","8.1.23","69900","B","","","0"
"2012","Ontario","","Average market income","Unattached individuals","Dollars","81","units ","0","v92046287","8.1.24","30000","B","","","0"
"2012","Ontario","","Average market income","Elderly males","Dollars","81","units ","0","v92046288","8.1.25","19800","D","","","0"
"2012","Ontario","","Average market income","Elderly females","Dollars","81","units ","0","v92046289","8.1.28","17500","D","","","0"
"2012","Ontario","","Average market income","Non-elderly males","Dollars","81","units ","0","v92046290","8.1.31","37000","C","","","0"
"2012","Ontario","","Average market income","Non-elderly females","Dollars","81","units ","0","v92046291","8.1.34","30400","C","","","0"
"2012","Ontario","","Median market income","All family units","Dollars","81","units ","0","v92046292","8.8.1","51300","A","","","0"
"2012","Ontario","","Median market income","Economic families, two persons or more","Dollars","81","units ","0","v92046293","8.8.2","73400","A","","","0"
"2012","Ontario","","Median market income","Elderly families","Dollars","81","units ","0","v92046294","8.8.3","36300","C","","","0"
"2012","Ontario","","Median market income","Elderly married couples","Dollars","81","units ","0","v92046295","8.8.4","36600","C","","","0"
"2012","Ontario","","Median market income","Other elderly families","Dollars","81","units ","0","v92046296","8.8.5","34200","D","","","0"
"2012","Ontario","","Median market income","Non-elderly families","Dollars","81","units ","0","v92046297","8.8.6","84500","A","","","0"
"2012","Ontario","","Median market income","Married couples","Dollars","81","units ","0","v92046298","8.8.7","80200","B","","","0"
"2012","Ontario","","Median market income","Two-parent families with children","Dollars","81","units ","0","v92046299","8.8.11","95100","B","","","0"
"2012","Ontario","","Median market income","Married couples with other relatives","Dollars","81","units ","0","v92046300","8.8.16","123000","B","","","0"
"2012","Ontario","","Median market income","Lone-parent families","Dollars","81","units ","0","v92046301","8.8.17","23600","E","","","0"
"2012","Ontario","","Median market income","Male lone-parent families","Dollars","81","units ","0","v92046302","8.8.18","50500","D","","","0"
"2012","Ontario","","Median market income","Female lone-parent families","Dollars","81","units ","0","v92046303","8.8.19","21200","E","","","0"
"2012","Ontario","","Median market income","Other non-elderly families","Dollars","81","units ","0","v92046304","8.8.23","63600","C","","","0"
"2012","Ontario","","Median market income","Unattached individuals","Dollars","81","units ","0","v92046305","8.8.24","20600","C","","","0"
"2012","Ontario","","Median market income","Elderly males","Dollars","81","units ","0","v92046306","8.8.25","12000","E","","","0"
"2012","Ontario","","Median market income","Elderly females","Dollars","81","units ","0","v92046307","8.8.28","9700","D","","","0"
"2012","Ontario","","Median market income","Non-elderly males","Dollars","81","units ","0","v92046308","8.8.31","30000","D","","","0"
"2012","Ontario","","Median market income","Non-elderly females","Dollars","81","units ","0","v92046309","8.8.34","21300","D","","","0"
"2012","Ontario","","Average government transfers","All family units","Dollars","81","units ","0","v92046310","8.2.1","9700","A","","","0"
"2012","Ontario","","Average government transfers","Economic families, two persons or more","Dollars","81","units ","0","v92046311","8.2.2","11200","A","","","0"
"2012","Ontario","","Average government transfers","Elderly families","Dollars","81","units ","0","v92046312","8.2.3","25800","A","","","0"
"2012","Ontario","","Average government transfers","Elderly married couples","Dollars","81","units ","0","v92046313","8.2.4","25500","A","","","0"
"2012","Ontario","","Average government transfers","Other elderly families","Dollars","81","units ","0","v92046314","8.2.5","26600","B","","","0"
